year,sch_id,sch_name,Type,Value
2016,545,Watkins Mill HS,Capacity,1942.2
2000,546,Goshen ES,Capacity,588
2001,546,Goshen ES,Capacity,611
2002,546,Goshen ES,Capacity,611
2003,546,Goshen ES,Capacity,613
2004,546,Goshen ES,Capacity,620
2005,546,Goshen ES,Capacity,644
2006,546,Goshen ES,Capacity,645
2007,546,Goshen ES,Capacity,655
2008,546,Goshen ES,Capacity,632
2009,546,Goshen ES,Capacity,632
2010,546,Goshen ES,Capacity,619
2011,546,Goshen ES,Capacity,543
2012,546,Goshen ES,Capacity,533
2013,546,Goshen ES,Capacity,553
2014,546,Goshen ES,Capacity,533
2015,546,Goshen ES,Capacity,538
2016,546,Goshen ES,Capacity,533
2000,549,Flower Hill ES,Capacity,474
2001,549,Flower Hill ES,Capacity,518
2002,549,Flower Hill ES,Capacity,514
2003,549,Flower Hill ES,Capacity,491
2004,549,Flower Hill ES,Capacity,432
2005,549,Flower Hill ES,Capacity,427
2006,549,Flower Hill ES,Capacity,432
2007,549,Flower Hill ES,Capacity,427
2008,549,Flower Hill ES,Capacity,432
2009,549,Flower Hill ES,Capacity,404
2010,549,Flower Hill ES,Capacity,450
2011,549,Flower Hill ES,Capacity,455
2012,549,Flower Hill ES,Capacity,460
2013,549,Flower Hill ES,Capacity,483
2014,549,Flower Hill ES,Capacity,483
2015,549,Flower Hill ES,Capacity,483
2016,549,Flower Hill ES,Capacity,460
2000,551,Gaithersburg HS,Capacity,1863
2001,551,Gaithersburg HS,Capacity,1854
2002,551,Gaithersburg HS,Capacity,1827
2003,551,Gaithersburg HS,Capacity,1813.5
2004,551,Gaithersburg HS,Capacity,1800
2005,551,Gaithersburg HS,Capacity,1800
2006,551,Gaithersburg HS,Capacity,2142.9
2007,551,Gaithersburg HS,Capacity,2067.3
2008,551,Gaithersburg HS,Capacity,2022.3
2009,551,Gaithersburg HS,Capacity,2008.8
2010,551,Gaithersburg HS,Capacity,1973.7
2011,551,Gaithersburg HS,Capacity,1973.7
2012,551,Gaithersburg HS,Capacity,1991.7
2013,551,Gaithersburg HS,Capacity,2415.6
2014,551,Gaithersburg HS,Capacity,2406.6
2015,551,Gaithersburg HS,Capacity,2406.6
2016,551,Gaithersburg HS,Capacity,2393.1
2000,552,Washington Grove ES,Capacity,349
2001,552,Washington Grove ES,Capacity,391
2002,552,Washington Grove ES,Capacity,368
2003,552,Washington Grove ES,Capacity,348
2004,552,Washington Grove ES,Capacity,297
2005,552,Washington Grove ES,Capacity,279
2006,552,Washington Grove ES,Capacity,261
2007,552,Washington Grove ES,Capacity,261
2008,552,Washington Grove ES,Capacity,258
2009,552,Washington Grove ES,Capacity,534
2010,552,Washington Grove ES,Capacity,644
2011,552,Washington Grove ES,Capacity,607
2012,552,Washington Grove ES,Capacity,601
2013,552,Washington Grove ES,Capacity,614
2014,552,Washington Grove ES,Capacity,603
2015,552,Washington Grove ES,Capacity,623
2016,552,Washington Grove ES,Capacity,618
2000,553,Gaithersburg ES,Capacity,446
2001,553,Gaithersburg ES,Capacity,446
2002,553,Gaithersburg ES,Capacity,446
2003,553,Gaithersburg ES,Capacity,401
2004,553,Gaithersburg ES,Capacity,351
2005,553,Gaithersburg ES,Capacity,740
2006,553,Gaithersburg ES,Capacity,751
2007,553,Gaithersburg ES,Capacity,751
2008,553,Gaithersburg ES,Capacity,765
2009,553,Gaithersburg ES,Capacity,765
2010,553,Gaithersburg ES,Capacity,676
2011,553,Gaithersburg ES,Capacity,640
2012,553,Gaithersburg ES,Capacity,697
2013,553,Gaithersburg ES,Capacity,771
2014,553,Gaithersburg ES,Capacity,771
2015,553,Gaithersburg ES,Capacity,771
2016,553,Gaithersburg ES,Capacity,771
2000,554,Gaithersburg MS,Capacity,956.25
2001,554,Gaithersburg MS,Capacity,930.75
2002,554,Gaithersburg MS,Capacity,930.75
2003,554,Gaithersburg MS,Capacity,918
2004,554,Gaithersburg MS,Capacity,889.1
2005,554,Gaithersburg MS,Capacity,889.1
2006,554,Gaithersburg MS,Capacity,889.1
2007,554,Gaithersburg MS,Capacity,910.35
2008,554,Gaithersburg MS,Capacity,897.6
2009,554,Gaithersburg MS,Capacity,881.45
2010,554,Gaithersburg MS,Capacity,923.95
2011,554,Gaithersburg MS,Capacity,923.95
2012,554,Gaithersburg MS,Capacity,923.95
2013,554,Gaithersburg MS,Capacity,917.15
2014,554,Gaithersburg MS,Capacity,933.3
2015,554,Gaithersburg MS,Capacity,949.45
2016,554,Gaithersburg MS,Capacity,962.2
2000,555,Rosemont ES,Capacity,397
2001,555,Rosemont ES,Capacity,396
2002,555,Rosemont ES,Capacity,373
2003,555,Rosemont ES,Capacity,349
2004,555,Rosemont ES,Capacity,295
2005,555,Rosemont ES,Capacity,701
2006,555,Rosemont ES,Capacity,632
2007,555,Rosemont ES,Capacity,598
2008,555,Rosemont ES,Capacity,614
2009,555,Rosemont ES,Capacity,631
2010,555,Rosemont ES,Capacity,645
2011,555,Rosemont ES,Capacity,617
2012,555,Rosemont ES,Capacity,617
2013,555,Rosemont ES,Capacity,605
2014,555,Rosemont ES,Capacity,590
2015,555,Rosemont ES,Capacity,613
2016,555,Rosemont ES,Capacity,613
2000,556,Mill Creek Towne ES,Capacity,427
2001,556,Mill Creek Towne ES,Capacity,427
2002,556,Mill Creek Towne ES,Capacity,449
2003,556,Mill Creek Towne ES,Capacity,469
2004,556,Mill Creek Towne ES,Capacity,418
2005,556,Mill Creek Towne ES,Capacity,413
2006,556,Mill Creek Towne ES,Capacity,413
2007,556,Mill Creek Towne ES,Capacity,393
2008,556,Mill Creek Towne ES,Capacity,413
2009,556,Mill Creek Towne ES,Capacity,398
2010,556,Mill Creek Towne ES,Capacity,357
2011,556,Mill Creek Towne ES,Capacity,352
2012,556,Mill Creek Towne ES,Capacity,352
2013,556,Mill Creek Towne ES,Capacity,346
2014,556,Mill Creek Towne ES,Capacity,326
2015,556,Mill Creek Towne ES,Capacity,336
2016,556,Mill Creek Towne ES,Capacity,321
2000,557,Montgomery Village MS,Capacity,688.5
2001,557,Montgomery Village MS,Capacity,688.5
2002,557,Montgomery Village MS,Capacity,672.35
2003,557,Montgomery Village MS,Capacity,762.45
2004,557,Montgomery Village MS,Capacity,758.2
2005,557,Montgomery Village MS,Capacity,758.2
2006,557,Montgomery Village MS,Capacity,758.2
2007,557,Montgomery Village MS,Capacity,762.45
2008,557,Montgomery Village MS,Capacity,787.95
2009,557,Montgomery Village MS,Capacity,829.6
2010,557,Montgomery Village MS,Capacity,909.5
2011,557,Montgomery Village MS,Capacity,909.5
2012,557,Montgomery Village MS,Capacity,909.5
2013,557,Montgomery Village MS,Capacity,910.35
2014,557,Montgomery Village MS,Capacity,894.2
2015,557,Montgomery Village MS,Capacity,894.2
2016,557,Montgomery Village MS,Capacity,894.2
2000,558,Whetstone ES,Capacity,565
2001,558,Whetstone ES,Capacity,614
2002,558,Whetstone ES,Capacity,614
2003,558,Whetstone ES,Capacity,602
2004,558,Whetstone ES,Capacity,518
2005,558,Whetstone ES,Capacity,477
2006,558,Whetstone ES,Capacity,482
2007,558,Whetstone ES,Capacity,523
2008,558,Whetstone ES,Capacity,518
2009,558,Whetstone ES,Capacity,513
2010,558,Whetstone ES,Capacity,513
2011,558,Whetstone ES,Capacity,760
2012,558,Whetstone ES,Capacity,755
2013,558,Whetstone ES,Capacity,783
2014,558,Whetstone ES,Capacity,783
2015,558,Whetstone ES,Capacity,783
2016,558,Whetstone ES,Capacity,783
2000,559,Brown Station ES,Capacity,440
2001,559,Brown Station ES,Capacity,482
2002,559,Brown Station ES,Capacity,482
2003,559,Brown Station ES,Capacity,482
2004,559,Brown Station ES,Capacity,408
2005,559,Brown Station ES,Capacity,429
2006,559,Brown Station ES,Capacity,429
2007,559,Brown Station ES,Capacity,424
2008,559,Brown Station ES,Capacity,437
2009,559,Brown Station ES,Capacity,427
2010,559,Brown Station ES,Capacity,430
2011,559,Brown Station ES,Capacity,436
2012,559,Brown Station ES,Capacity,441
2013,559,Brown Station ES,Capacity,461
2014,559,Brown Station ES,Capacity,436
2015,559,Brown Station ES,Capacity,446
2016,559,Brown Station ES,Capacity,446
2000,561,Watkins Mill ES,Capacity,372
2001,561,Watkins Mill ES,Capacity,412
2002,561,Watkins Mill ES,Capacity,412
2003,561,Watkins Mill ES,Capacity,388
2004,561,Watkins Mill ES,Capacity,320
2005,561,Watkins Mill ES,Capacity,320
2006,561,Watkins Mill ES,Capacity,719
2007,561,Watkins Mill ES,Capacity,724
2008,561,Watkins Mill ES,Capacity,724
2009,561,Watkins Mill ES,Capacity,719
2010,561,Watkins Mill ES,Capacity,721
2011,561,Watkins Mill ES,Capacity,731
2012,561,Watkins Mill ES,Capacity,726
2013,561,Watkins Mill ES,Capacity,759
2014,561,Watkins Mill ES,Capacity,746
2015,561,Watkins Mill ES,Capacity,720
2016,561,Watkins Mill ES,Capacity,687
2000,562,Redland MS,Capacity,748
2001,562,Redland MS,Capacity,748
2002,562,Redland MS,Capacity,748
2003,562,Redland MS,Capacity,748
2004,562,Redland MS,Capacity,748
2005,562,Redland MS,Capacity,739.5
2006,562,Redland MS,Capacity,739.5
2007,562,Redland MS,Capacity,739.5
2008,562,Redland MS,Capacity,739.5
2009,562,Redland MS,Capacity,739.5
2010,562,Redland MS,Capacity,739.5
2011,562,Redland MS,Capacity,739.5
2012,562,Redland MS,Capacity,739.5
2013,562,Redland MS,Capacity,735.25
2014,562,Redland MS,Capacity,756.5
2015,562,Redland MS,Capacity,756.5
2016,562,Redland MS,Capacity,756.5
2000,563,Summit Hall ES,Capacity,533
2001,563,Summit Hall ES,Capacity,530
2002,563,Summit Hall ES,Capacity,530
2003,563,Summit Hall ES,Capacity,518
2004,563,Summit Hall ES,Capacity,468
2005,563,Summit Hall ES,Capacity,468
2006,563,Summit Hall ES,Capacity,473
2007,563,Summit Hall ES,Capacity,468
2008,563,Summit Hall ES,Capacity,473
2009,563,Summit Hall ES,Capacity,473
2010,563,Summit Hall ES,Capacity,463
2011,563,Summit Hall ES,Capacity,453
2012,563,Summit Hall ES,Capacity,448
2013,563,Summit Hall ES,Capacity,478
2014,563,Summit Hall ES,Capacity,443
2015,563,Summit Hall ES,Capacity,466
2016,563,Summit Hall ES,Capacity,461
2000,564,South Lake ES,Capacity,410
2001,564,South Lake ES,Capacity,473
2002,564,South Lake ES,Capacity,473
2003,564,South Lake ES,Capacity,482
2004,564,South Lake ES,Capacity,399
2005,564,South Lake ES,Capacity,767
2006,564,South Lake ES,Capacity,769
2007,564,South Lake ES,Capacity,759
2008,564,South Lake ES,Capacity,769
2009,564,South Lake ES,Capacity,749
2010,564,South Lake ES,Capacity,713
2011,564,South Lake ES,Capacity,703
2012,564,South Lake ES,Capacity,714
2013,564,South Lake ES,Capacity,716
2014,564,South Lake ES,Capacity,716
2015,564,South Lake ES,Capacity,716
2016,564,South Lake ES,Capacity,716
2000,565,Sequoyah ES,Capacity,545
2001,565,Sequoyah ES,Capacity,583
2002,565,Sequoyah ES,Capacity,583
2003,565,Sequoyah ES,Capacity,563
2004,565,Sequoyah ES,Capacity,493
2005,565,Sequoyah ES,Capacity,475
2006,565,Sequoyah ES,Capacity,475
2007,565,Sequoyah ES,Capacity,475
2008,565,Sequoyah ES,Capacity,485
2009,565,Sequoyah ES,Capacity,485
2010,565,Sequoyah ES,Capacity,485
2011,565,Sequoyah ES,Capacity,480
2012,565,Sequoyah ES,Capacity,485
2013,565,Sequoyah ES,Capacity,470
2014,565,Sequoyah ES,Capacity,470
2015,565,Sequoyah ES,Capacity,485
2016,565,Sequoyah ES,Capacity,490
2000,566,Fields Road ES,Capacity,319
2001,566,Fields Road ES,Capacity,296
2002,566,Fields Road ES,Capacity,296
2003,566,Fields Road ES,Capacity,296
2004,566,Fields Road ES,Capacity,338
2005,566,Fields Road ES,Capacity,338
2006,566,Fields Road ES,Capacity,338
2007,566,Fields Road ES,Capacity,339
2008,566,Fields Road ES,Capacity,598
2009,566,Fields Road ES,Capacity,558
2010,566,Fields Road ES,Capacity,485
2011,566,Fields Road ES,Capacity,485
2012,566,Fields Road ES,Capacity,485
2013,566,Fields Road ES,Capacity,419
2014,566,Fields Road ES,Capacity,419
2015,566,Fields Road ES,Capacity,429
2016,566,Fields Road ES,Capacity,434
2000,568,Stedwick ES,Capacity,490
2001,568,Stedwick ES,Capacity,516
2002,568,Stedwick ES,Capacity,516
2003,568,Stedwick ES,Capacity,537
2004,568,Stedwick ES,Capacity,453
2005,568,Stedwick ES,Capacity,453
2006,568,Stedwick ES,Capacity,463
2007,568,Stedwick ES,Capacity,463
2008,568,Stedwick ES,Capacity,693
2009,568,Stedwick ES,Capacity,688
2010,568,Stedwick ES,Capacity,652
2011,568,Stedwick ES,Capacity,639
2012,568,Stedwick ES,Capacity,639
2013,568,Stedwick ES,Capacity,639
2014,568,Stedwick ES,Capacity,639
2015,568,Stedwick ES,Capacity,639
2016,568,Stedwick ES,Capacity,647
2000,569,Strawberry Knoll ES,Capacity,530
2001,569,Strawberry Knoll ES,Capacity,523
2002,569,Strawberry Knoll ES,Capacity,584
2003,569,Strawberry Knoll ES,Capacity,588
2004,569,Strawberry Knoll ES,Capacity,519
2005,569,Strawberry Knoll ES,Capacity,519
2006,569,Strawberry Knoll ES,Capacity,514
2007,569,Strawberry Knoll ES,Capacity,519
2008,569,Strawberry Knoll ES,Capacity,491
2009,569,Strawberry Knoll ES,Capacity,491
2010,569,Strawberry Knoll ES,Capacity,476
2011,569,Strawberry Knoll ES,Capacity,458
2012,569,Strawberry Knoll ES,Capacity,458
2013,569,Strawberry Knoll ES,Capacity,453
2014,569,Strawberry Knoll ES,Capacity,453
2015,569,Strawberry Knoll ES,Capacity,481
2016,569,Strawberry Knoll ES,Capacity,471
2000,570,Diamond ES,Capacity,478
2001,570,Diamond ES,Capacity,495
2002,570,Diamond ES,Capacity,478
2003,570,Diamond ES,Capacity,478
2004,570,Diamond ES,Capacity,468
2005,570,Diamond ES,Capacity,511
2006,570,Diamond ES,Capacity,511
2007,570,Diamond ES,Capacity,528
2008,570,Diamond ES,Capacity,509
2009,570,Diamond ES,Capacity,509
2010,570,Diamond ES,Capacity,463
2011,570,Diamond ES,Capacity,463
2012,570,Diamond ES,Capacity,463
2013,570,Diamond ES,Capacity,463
2014,570,Diamond ES,Capacity,463
2015,570,Diamond ES,Capacity,502
2016,570,Diamond ES,Capacity,502
2000,601,Potomac ES,Capacity,368
2001,601,Potomac ES,Capacity,368
2002,601,Potomac ES,Capacity,368
2003,601,Potomac ES,Capacity,368
2004,601,Potomac ES,Capacity,368
2005,601,Potomac ES,Capacity,368
2006,601,Potomac ES,Capacity,410
2007,601,Potomac ES,Capacity,411
2008,601,Potomac ES,Capacity,411
2009,601,Potomac ES,Capacity,410
2010,601,Potomac ES,Capacity,424
2011,601,Potomac ES,Capacity,424
2012,601,Potomac ES,Capacity,424
2013,601,Potomac ES,Capacity,424
2014,601,Potomac ES,Capacity,424
2015,601,Potomac ES,Capacity,424
2016,601,Potomac ES,Capacity,425
2000,602,Winston Churchill HS,Capacity,1463.4
2001,602,Winston Churchill HS,Capacity,2025.9
2002,602,Winston Churchill HS,Capacity,2012.4
2003,602,Winston Churchill HS,Capacity,2016.9
2004,602,Winston Churchill HS,Capacity,2007.9
2005,602,Winston Churchill HS,Capacity,2007.9
2006,602,Winston Churchill HS,Capacity,1994.4
2007,602,Winston Churchill HS,Capacity,1971.9
2008,602,Winston Churchill HS,Capacity,1971.9
2009,602,Winston Churchill HS,Capacity,1944.9
2010,602,Winston Churchill HS,Capacity,1941.3
2011,602,Winston Churchill HS,Capacity,1941.3
2012,602,Winston Churchill HS,Capacity,1968.3
2013,602,Winston Churchill HS,Capacity,2013.3
2014,602,Winston Churchill HS,Capacity,2013.3
2015,602,Winston Churchill HS,Capacity,1986.3
2016,602,Winston Churchill HS,Capacity,1986.3
2000,603,Seven Locks ES,Capacity,230
2001,603,Seven Locks ES,Capacity,230
2002,603,Seven Locks ES,Capacity,230
2003,603,Seven Locks ES,Capacity,230
2004,603,Seven Locks ES,Capacity,230
2005,603,Seven Locks ES,Capacity,230
2006,603,Seven Locks ES,Capacity,251
2007,603,Seven Locks ES,Capacity,251
2008,603,Seven Locks ES,Capacity,251
2009,603,Seven Locks ES,Capacity,251
2010,603,Seven Locks ES,Capacity,251
2011,603,Seven Locks ES,Capacity,424
2012,603,Seven Locks ES,Capacity,425
2013,603,Seven Locks ES,Capacity,425
2014,603,Seven Locks ES,Capacity,425
2015,603,Seven Locks ES,Capacity,425
2016,603,Seven Locks ES,Capacity,424
2000,604,Carderock Springs ES,Capacity,253
2001,604,Carderock Springs ES,Capacity,253
2002,604,Carderock Springs ES,Capacity,253
2003,604,Carderock Springs ES,Capacity,253
2004,604,Carderock Springs ES,Capacity,253
2005,604,Carderock Springs ES,Capacity,230
2006,604,Carderock Springs ES,Capacity,251
2007,604,Carderock Springs ES,Capacity,251
2008,604,Carderock Springs ES,Capacity,251
2009,604,Carderock Springs ES,Capacity,250
2010,604,Carderock Springs ES,Capacity,407
2011,604,Carderock Springs ES,Capacity,406
2012,604,Carderock Springs ES,Capacity,406
2013,604,Carderock Springs ES,Capacity,407
2014,604,Carderock Springs ES,Capacity,407
2015,604,Carderock Springs ES,Capacity,407
2016,604,Carderock Springs ES,Capacity,407
2000,606,Cabin John MS,Capacity,923.1
2001,606,Cabin John MS,Capacity,894.2
2002,606,Cabin John MS,Capacity,894.2
2003,606,Cabin John MS,Capacity,878.05
2004,606,Cabin John MS,Capacity,878.05
2005,606,Cabin John MS,Capacity,844.05
2006,606,Cabin John MS,Capacity,835.55
2007,606,Cabin John MS,Capacity,844.05
2008,606,Cabin John MS,Capacity,844.05
2009,606,Cabin John MS,Capacity,827.9
2010,606,Cabin John MS,Capacity,831.3
2011,606,Cabin John MS,Capacity,1060.8
2012,606,Cabin John MS,Capacity,1099.05
2013,606,Cabin John MS,Capacity,1128.8
2014,606,Cabin John MS,Capacity,1128.8
2015,606,Cabin John MS,Capacity,1112.65
2016,606,Cabin John MS,Capacity,1096.5
2000,607,Bells Mill ES,Capacity,328
2001,607,Bells Mill ES,Capacity,311
2002,607,Bells Mill ES,Capacity,311
2003,607,Bells Mill ES,Capacity,268
2004,607,Bells Mill ES,Capacity,311
2005,607,Bells Mill ES,Capacity,311
2006,607,Bells Mill ES,Capacity,313
2007,607,Bells Mill ES,Capacity,365
2008,607,Bells Mill ES,Capacity,365
2009,607,Bells Mill ES,Capacity,609
2010,607,Bells Mill ES,Capacity,609
2011,607,Bells Mill ES,Capacity,609
2012,607,Bells Mill ES,Capacity,609
2013,607,Bells Mill ES,Capacity,626
2014,607,Bells Mill ES,Capacity,626
2015,607,Bells Mill ES,Capacity,609
2016,607,Bells Mill ES,Capacity,609
2000,647,Silver Spring International MS,Capacity,1113.5
2001,647,Silver Spring International MS,Capacity,1113.5
2002,647,Silver Spring International MS,Capacity,1198.5
2003,647,Silver Spring International MS,Capacity,1198.5
2004,647,Silver Spring International MS,Capacity,1198.5
2005,647,Silver Spring International MS,Capacity,1113.5
2006,647,Silver Spring International MS,Capacity,1028.5
2007,647,Silver Spring International MS,Capacity,1028.5
2008,647,Silver Spring International MS,Capacity,1028.5
2009,647,Silver Spring International MS,Capacity,1020
2010,647,Silver Spring International MS,Capacity,1083.75
2011,647,Silver Spring International MS,Capacity,1083.75
2012,647,Silver Spring International MS,Capacity,1092.25
2013,647,Silver Spring International MS,Capacity,1117.75
2014,647,Silver Spring International MS,Capacity,1117.75
2015,647,Silver Spring International MS,Capacity,1117.75
2016,647,Silver Spring International MS,Capacity,1085.45
2000,652,Monocacy ES,Capacity,184
2001,652,Monocacy ES,Capacity,184
2002,652,Monocacy ES,Capacity,184
2003,652,Monocacy ES,Capacity,184
2004,652,Monocacy ES,Capacity,184
2005,652,Monocacy ES,Capacity,205
2006,652,Monocacy ES,Capacity,205
2007,652,Monocacy ES,Capacity,205
2008,652,Monocacy ES,Capacity,205
2009,652,Monocacy ES,Capacity,206
2010,652,Monocacy ES,Capacity,219
2011,652,Monocacy ES,Capacity,219
2012,652,Monocacy ES,Capacity,219
2013,652,Monocacy ES,Capacity,219
2014,652,Monocacy ES,Capacity,219
2015,652,Monocacy ES,Capacity,219
2016,652,Monocacy ES,Capacity,219
2000,653,Stone Mill ES,Capacity,590
2001,653,Stone Mill ES,Capacity,562
2002,653,Stone Mill ES,Capacity,629
2003,653,Stone Mill ES,Capacity,629
2004,653,Stone Mill ES,Capacity,624
2005,653,Stone Mill ES,Capacity,666
2006,653,Stone Mill ES,Capacity,666
2007,653,Stone Mill ES,Capacity,666
2008,653,Stone Mill ES,Capacity,644
2009,653,Stone Mill ES,Capacity,689
2010,653,Stone Mill ES,Capacity,649
2011,653,Stone Mill ES,Capacity,654
2012,653,Stone Mill ES,Capacity,654
2013,653,Stone Mill ES,Capacity,654
2014,653,Stone Mill ES,Capacity,654
2015,653,Stone Mill ES,Capacity,654
2016,653,Stone Mill ES,Capacity,655
2000,701,Damascus HS,Capacity,1563.3
2001,701,Damascus HS,Capacity,1585.8
2002,701,Damascus HS,Capacity,1585.8
2003,701,Damascus HS,Capacity,1589.4
2004,701,Damascus HS,Capacity,1589.4
2005,701,Damascus HS,Capacity,1589.4
2006,701,Damascus HS,Capacity,1625.4
2007,701,Damascus HS,Capacity,1589.4
2008,701,Damascus HS,Capacity,1589.4
2009,701,Damascus HS,Capacity,1548.9
2010,701,Damascus HS,Capacity,1509.3
2011,701,Damascus HS,Capacity,1478.7
2012,701,Damascus HS,Capacity,1469.7
2013,701,Damascus HS,Capacity,1550.7
2014,701,Damascus HS,Capacity,1550.7
2015,701,Damascus HS,Capacity,1550.7
2016,701,Damascus HS,Capacity,1556.1
2000,702,Damascus ES,Capacity,311
2001,702,Damascus ES,Capacity,311
2002,702,Damascus ES,Capacity,311
2003,702,Damascus ES,Capacity,317
2004,702,Damascus ES,Capacity,317
2005,702,Damascus ES,Capacity,337
2006,702,Damascus ES,Capacity,338
2007,702,Damascus ES,Capacity,338
2008,702,Damascus ES,Capacity,338
2009,702,Damascus ES,Capacity,355
2010,702,Damascus ES,Capacity,355
2011,702,Damascus ES,Capacity,344
2012,702,Damascus ES,Capacity,345
2013,702,Damascus ES,Capacity,328
2014,702,Damascus ES,Capacity,328
2015,702,Damascus ES,Capacity,327
2016,702,Damascus ES,Capacity,351
2000,703,Cedar Grove ES,Capacity,411
2001,703,Cedar Grove ES,Capacity,411
2002,703,Cedar Grove ES,Capacity,411
2003,703,Cedar Grove ES,Capacity,411
2004,703,Cedar Grove ES,Capacity,411
2005,703,Cedar Grove ES,Capacity,411
2006,703,Cedar Grove ES,Capacity,453
2007,703,Cedar Grove ES,Capacity,479
2008,703,Cedar Grove ES,Capacity,479
2009,703,Cedar Grove ES,Capacity,433
2010,703,Cedar Grove ES,Capacity,423
2011,703,Cedar Grove ES,Capacity,423
2012,703,Cedar Grove ES,Capacity,422
2013,703,Cedar Grove ES,Capacity,422
2014,703,Cedar Grove ES,Capacity,405
2015,703,Cedar Grove ES,Capacity,395
2016,703,Cedar Grove ES,Capacity,395
2000,704,Woodfield ES,Capacity,414
2001,704,Woodfield ES,Capacity,414
2002,704,Woodfield ES,Capacity,414
